Date,Land Class,Land Category,Commodity,Volume
04/01/2007,Federal,Onshore,Oil Prod Vol (bbl),8140563
05/01/2007,Native American,Onshore,Coal Prod Vol (tons),2393898
05/01/2007,Federal,Offshore,Oil Prod Vol (bbl),44237707
05/01/2007,Federal,Offshore,Gas Prod Vol (mcf),250647974
05/01/2007,Federal,Onshore,Oil Prod Vol (bbl),8355446
05/01/2007,Federal,Onshore,Coal Prod Vol (tons),37471518
05/01/2007,Federal,Onshore,Gas Prod Vol (mcf),308068106
05/01/2007,Native American,Onshore,Gas Prod Vol (mcf),26879790
05/01/2007,Native American,Onshore,Oil Prod Vol (bbl),996150
06/01/2007,Federal,Onshore,Coal Prod Vol (tons),37208166
06/01/2007,Federal,Onshore,Oil Prod Vol (bbl),8033056
06/01/2007,Federal,Onshore,Gas Prod Vol (mcf),294604853
06/01/2007,Native American,Onshore,Coal Prod Vol (tons),2062877
06/01/2007,Federal,Offshore,Oil Prod Vol (bbl),41380216
06/01/2007,Federal,Offshore,Gas Prod Vol (mcf),237900903
06/01/2007,Native American,Onshore,Oil Prod Vol (bbl),930565
06/01/2007,Native American,Onshore,Gas Prod Vol (mcf),25914782
07/01/2007,Native American,Onshore,Coal Prod Vol (tons),2145313
07/01/2007,Federal,Offshore,Oil Prod Vol (bbl),41550955
07/01/2007,Federal,Offshore,Gas Prod Vol (mcf),240337181
07/01/2007,Federal,Onshore,Coal Prod Vol (tons),38292421
07/01/2007,Federal,Onshore,Oil Prod Vol (bbl),8258742
07/01/2007,Federal,Onshore,Gas Prod Vol (mcf),301344302
07/01/2007,Native American,Onshore,Gas Prod Vol (mcf),26806327
07/01/2007,Native American,Onshore,Oil Prod Vol (bbl),942547
08/01/2007,Native American,Onshore,Gas Prod Vol (mcf),26657999
08/01/2007,Native American,Onshore,Oil Prod Vol (bbl),934958
08/01/2007,Native American,Onshore,Coal Prod Vol (tons),2290262
08/01/2007,Federal,Offshore,Gas Prod Vol (mcf),236149960
08/01/2007,Federal,Onshore,Oil Prod Vol (bbl),8417600
08/01/2007,Federal,Offshore,Oil Prod Vol (bbl),41332287
08/01/2007,Federal,Onshore,Gas Prod Vol (mcf),303529284
08/01/2007,Federal,Onshore,Coal Prod Vol (tons),40956218
09/01/2007,Native American,Onshore,Gas Prod Vol (mcf),25834848
09/01/2007,Native American,Onshore,Coal Prod Vol (tons),2062212
09/01/2007,Federal,Offshore,Oil Prod Vol (bbl),37663177
09/01/2007,Federal,Offshore,Gas Prod Vol (mcf),228539727
09/01/2007,Federal,Onshore,Gas Prod Vol (mcf),293793530
09/01/2007,Federal,Onshore,Oil Prod Vol (bbl),8092682
09/01/2007,Federal,Onshore,Coal Prod Vol (tons),37509704
09/01/2007,Native American,Onshore,Oil Prod Vol (bbl),904143
10/01/2007,Federal,Onshore,Coal Prod Vol (tons),40518721
10/01/2007,Native American,Onshore,Oil Prod Vol (bbl),942749
10/01/2007,Native American,Onshore,Coal Prod Vol (tons),2308501
10/01/2007,Federal,Offshore,Gas Prod Vol (mcf),245650066
10/01/2007,Federal,Offshore,Oil Prod Vol (bbl),41548858
10/01/2007,Federal,Onshore,Gas Prod Vol (mcf),303819366
10/01/2007,Federal,Onshore,Oil Prod Vol (bbl),8390691
10/01/2007,Native American,Onshore,Gas Prod Vol (mcf),26573053
11/01/2007,Federal,Onshore,Coal Prod Vol (tons),41703492
11/01/2007,Native American,Onshore,Gas Prod Vol (mcf),26094174
11/01/2007,Native American,Onshore,Oil Prod Vol (bbl),946155
11/01/2007,Federal,Onshore,Oil Prod Vol (bbl),8184403
11/01/2007,Federal,Onshore,Gas Prod Vol (mcf),309588333
11/01/2007,Federal,Offshore,Gas Prod Vol (mcf),239223918
11/01/2007,Federal,Offshore,Oil Prod Vol (bbl),37765113
11/01/2007,Native American,Onshore,Coal Prod Vol (tons),2217213
12/01/2007,Native American,Onshore,Gas Prod Vol (mcf),25239114
12/01/2007,Federal,Offshore,Gas Prod Vol (mcf),257999156
12/01/2007,Federal,Offshore,Oil Prod Vol (bbl),42133767
12/01/2007,Native American,Onshore,Oil Prod Vol (bbl),944646
12/01/2007,Native American,Onshore,Coal Prod Vol (tons),2131565
12/01/2007,Federal,Onshore,Gas Prod Vol (mcf),316980075
12/01/2007,Federal,Onshore,Oil Prod Vol (bbl),8286703
12/01/2007,Federal,Onshore,Coal Prod Vol (tons),38589921
01/01/2008,Federal,Onshore,Gas Prod Vol (mcf),312610049
01/01/2008,Federal,Onshore,Oil Prod Vol (bbl),8218960
01/01/2008,Federal,Onshore,Coal Prod Vol (tons),39826706
01/01/2008,Native American,Onshore,Gas Prod Vol (mcf),24635314
01/01/2008,Native American,Onshore,Oil Prod Vol (bbl),949305
01/01/2008,Native American,Onshore,Coal Prod Vol (tons),2219944
01/01/2008,Federal,Offshore,Oil Prod Vol (bbl),42599413
01/01/2008,Federal,Offshore,Gas Prod Vol (mcf),248438206
02/01/2008,Federal,Offshore,Gas Prod Vol (mcf),235809890
02/01/2008,Native American,Onshore,Coal Prod Vol (tons),2110049
02/01/2008,Native American,Onshore,Oil Prod Vol (bbl),889199
02/01/2008,Federal,Onshore,Coal Prod Vol (tons),39722803
02/01/2008,Federal,Onshore,Oil Prod Vol (bbl),7767274
02/01/2008,Federal,Onshore,Gas Prod Vol (mcf),295490112
02/01/2008,Native American,Onshore,Gas Prod Vol (mcf),23267970
02/01/2008,Federal,Offshore,Oil Prod Vol (bbl),40956063
03/01/2008,Federal,Onshore,Coal Prod Vol (tons),40804846
03/01/2008,Federal,Onshore,Oil Prod Vol (bbl),8440594
03/01/2008,Federal,Onshore,Gas Prod Vol (mcf),330362671
03/01/2008,Federal,Offshore,Gas Prod Vol (mcf),247213190
03/01/2008,Federal,Offshore,Oil Prod Vol (bbl),42822574
03/01/2008,Native American,Onshore,Gas Prod Vol (mcf),25867601
03/01/2008,Native American,Onshore,Oil Prod Vol (bbl),975693
03/01/2008,Native American,Onshore,Coal Prod Vol (tons),2155616
04/01/2008,Federal,Onshore,Oil Prod Vol (bbl),8199002
04/01/2008,Native American,Onshore,Coal Prod Vol (tons),1898899
04/01/2008,Native American,Onshore,Oil Prod Vol (bbl),964368
04/01/2008,Native American,Onshore,Gas Prod Vol (mcf),24924549
04/01/2008,Federal,Onshore,Coal Prod Vol (tons),40911180
04/01/2008,Federal,Onshore,Gas Prod Vol (mcf),320353695
04/01/2008,Federal,Offshore,Gas Prod Vol (mcf),216520506
04/01/2008,Federal,Offshore,Oil Prod Vol (bbl),41467628
05/01/2008,Federal,Offshore,Gas Prod Vol (mcf),215823395
05/01/2008,Federal,Onshore,Gas Prod Vol (mcf),328676799
05/01/2008,Federal,Onshore,Oil Prod Vol (bbl),8414514
05/01/2008,Federal,Onshore,Coal Prod Vol (tons),39399242
05/01/2008,Native American,Onshore,Gas Prod Vol (mcf),25779803
05/01/2008,Native American,Onshore,Oil Prod Vol (bbl),981120
05/01/2008,Native American,Onshore,Coal Prod Vol (tons),1985025
05/01/2008,Federal,Offshore,Oil Prod Vol (bbl),42482210
06/01/2008,Native American,Onshore,Oil Prod Vol (bbl),928279
06/01/2008,Native American,Onshore,Gas Prod Vol (mcf),24924384
06/01/2008,Federal,Onshore,Coal Prod Vol (tons),36648980
06/01/2008,Federal,Onshore,Gas Prod Vol (mcf),318555300
06/01/2008,Federal,Onshore,Oil Prod Vol (bbl),8118848
06/01/2008,Federal,Offshore,Gas Prod Vol (mcf),227383656
06/01/2008,Federal,Offshore,Oil Prod Vol (bbl),42239693
06/01/2008,Native American,Onshore,Coal Prod Vol (tons),2325913
07/01/2008,Federal,Onshore,Coal Prod Vol (tons),39415542
07/01/2008,Federal,Onshore,Oil Prod Vol (bbl),8372208
07/01/2008,Federal,Onshore,Gas Prod Vol (mcf),333962374
07/01/2008,Native American,Onshore,Coal Prod Vol (tons),2640388
07/01/2008,Native American,Onshore,Oil Prod Vol (bbl),978847
07/01/2008,Native American,Onshore,Gas Prod Vol (mcf),26044219
07/01/2008,Federal,Offshore,Oil Prod Vol (bbl),44763309
07/01/2008,Federal,Offshore,Gas Prod Vol (mcf),238400377
08/01/2008,Federal,Offshore,Gas Prod Vol (mcf),219814774
08/01/2008,Native American,Onshore,Gas Prod Vol (mcf),25586396
08/01/2008,Native American,Onshore,Oil Prod Vol (bbl),992740
08/01/2008,Native American,Onshore,Coal Prod Vol (tons),2439253
08/01/2008,Federal,Onshore,Oil Prod Vol (bbl),8398808
08/01/2008,Federal,Onshore,Coal Prod Vol (tons),42988477
08/01/2008,Federal,Onshore,Gas Prod Vol (mcf),332967890
08/01/2008,Federal,Offshore,Oil Prod Vol (bbl),41923940
09/01/2008,Federal,Onshore,Gas Prod Vol (mcf),307647904
09/01/2008,Native American,Onshore,Coal Prod Vol (tons),2387588
09/01/2008,Federal,Onshore,Oil Prod Vol (bbl),7985148
09/01/2008,Federal,Offshore,Gas Prod Vol (mcf),69649683
09/01/2008,Federal,Offshore,Oil Prod Vol (bbl),9577189
09/01/2008,Native American,Onshore,Oil Prod Vol (bbl),980156
09/01/2008,Federal,Onshore,Coal Prod Vol (tons),40422167
09/01/2008,Native American,Onshore,Gas Prod Vol (mcf),24927683
10/01/2008,Federal,Onshore,Oil Prod Vol (bbl),8633108
10/01/2008,Federal,Offshore,Gas Prod Vol (mcf),141822733
10/01/2008,Federal,Offshore,Oil Prod Vol (bbl),27181925
10/01/2008,Native American,Onshore,Gas Prod Vol (mcf),25747653
10/01/2008,Native American,Onshore,Oil Prod Vol (bbl),1038634
10/01/2008,Native American,Onshore,Coal Prod Vol (tons),2511635
10/01/2008,Federal,Onshore,Gas Prod Vol (mcf),335705835
10/01/2008,Federal,Onshore,Coal Prod Vol (tons),45051502
11/01/2008,Native American,Onshore,Coal Prod Vol (tons),2153188
11/01/2008,Federal,Offshore,Oil Prod Vol (bbl),34892543
11/01/2008,Federal,Onshore,Coal Prod Vol (tons),42442085
11/01/2008,Federal,Onshore,Gas Prod Vol (mcf),333765476
11/01/2008,Federal,Onshore,Oil Prod Vol (bbl),8511342
11/01/2008,Federal,Offshore,Gas Prod Vol (mcf),165656008
11/01/2008,Native American,Onshore,Gas Prod Vol (mcf),24884057
11/01/2008,Native American,Onshore,Oil Prod Vol (bbl),1005716
12/01/2008,Native American,Onshore,Oil Prod Vol (bbl),1007897
12/01/2008,Federal,Offshore,Gas Prod Vol (mcf),182890228
12/01/2008,Federal,Offshore,Oil Prod Vol (bbl),39381363
12/01/2008,Federal,Onshore,Gas Prod Vol (mcf),339498909
12/01/2008,Federal,Onshore,Oil Prod Vol (bbl),8615309
12/01/2008,Federal,Onshore,Coal Prod Vol (tons),39494082
12/01/2008,Native American,Onshore,Coal Prod Vol (tons),2125407
12/01/2008,Native American,Onshore,Gas Prod Vol (mcf),24912424
01/01/2009,Federal,Onshore,Gas Prod Vol (mcf),344771079
01/01/2009,Federal,Onshore,Oil Prod Vol (bbl),8739906
01/01/2009,Federal,Onshore,Coal Prod Vol (tons),40936177
01/01/2009,Federal,Offshore,Oil Prod Vol (bbl),41968433
01/01/2009,Federal,Offshore,Gas Prod Vol (mcf),203579080
01/01/2009,Native American,Onshore,Gas Prod Vol (mcf),24812570
01/01/2009,Native American,Onshore,Oil Prod Vol (bbl),990801
01/01/2009,Native American,Onshore,Coal Prod Vol (tons),2052390
02/01/2009,Federal,Onshore,Oil Prod Vol (bbl),8017873
02/01/2009,Native American,Onshore,Coal Prod Vol (tons),1804533
02/01/2009,Native American,Onshore,Oil Prod Vol (bbl),926838
02/01/2009,Native American,Onshore,Gas Prod Vol (mcf),23260050
02/01/2009,Federal,Onshore,Coal Prod Vol (tons),38145743
02/01/2009,Federal,Offshore,Oil Prod Vol (bbl),39008617
02/01/2009,Federal,Offshore,Gas Prod Vol (mcf),191777771
02/01/2009,Federal,Onshore,Gas Prod Vol (mcf),317303317
03/01/2009,Federal,Onshore,Oil Prod Vol (bbl),8752840
03/01/2009,Federal,Onshore,Gas Prod Vol (mcf),348467936
03/01/2009,Federal,Offshore,Oil Prod Vol (bbl),43423088
03/01/2009,Federal,Offshore,Gas Prod Vol (mcf),213210694
03/01/2009,Native American,Onshore,Gas Prod Vol (mcf),25593325
03/01/2009,Native American,Onshore,Oil Prod Vol (bbl),997558
03/01/2009,Native American,Onshore,Coal Prod Vol (tons),2147583
03/01/2009,Federal,Onshore,Coal Prod Vol (tons),38238530
04/01/2009,Federal,Onshore,Gas Prod Vol (mcf),331666793
04/01/2009,Native American,Onshore,Gas Prod Vol (mcf),24526388
04/01/2009,Native American,Onshore,Oil Prod Vol (bbl),958711
04/01/2009,Native American,Onshore,Coal Prod Vol (tons),2319185
04/01/2009,Federal,Onshore,Coal Prod Vol (tons),33485921
04/01/2009,Federal,Offshore,Gas Prod Vol (mcf),207778460
04/01/2009,Federal,Offshore,Oil Prod Vol (bbl),46005495
04/01/2009,Federal,Onshore,Oil Prod Vol (bbl),8436455
05/01/2009,Federal,Onshore,Oil Prod Vol (bbl),8676827
05/01/2009,Federal,Onshore,Coal Prod Vol (tons),35279203
05/01/2009,Federal,Offshore,Gas Prod Vol (mcf),211550476
05/01/2009,Federal,Offshore,Oil Prod Vol (bbl),50180150
05/01/2009,Federal,Onshore,Gas Prod Vol (mcf),338815629
05/01/2009,Native American,Onshore,Gas Prod Vol (mcf),25111884
05/01/2009,Native American,Onshore,Oil Prod Vol (bbl),995255
05/01/2009,Native American,Onshore,Coal Prod Vol (tons),2234668
06/01/2009,Federal,Offshore,Gas Prod Vol (mcf),217561450
06/01/2009,Federal,Onshore,Oil Prod Vol (bbl),8385597
06/01/2009,Federal,Onshore,Coal Prod Vol (tons),32689554
06/01/2009,Federal,Offshore,Oil Prod Vol (bbl),48907942
06/01/2009,Federal,Onshore,Gas Prod Vol (mcf),324421430
06/01/2009,Native American,Onshore,Gas Prod Vol (mcf),23403173
06/01/2009,Native American,Onshore,Oil Prod Vol (bbl),958713
06/01/2009,Native American,Onshore,Coal Prod Vol (tons),2309024
07/01/2009,Native American,Onshore,Coal Prod Vol (tons),2345725
07/01/2009,Native American,Onshore,Oil Prod Vol (bbl),987501
07/01/2009,Native American,Onshore,Gas Prod Vol (mcf),25110437
07/01/2009,Federal,Onshore,Coal Prod Vol (tons),38422646
07/01/2009,Federal,Onshore,Oil Prod Vol (bbl),8499648
07/01/2009,Federal,Onshore,Gas Prod Vol (mcf),319828789
07/01/2009,Federal,Offshore,Oil Prod Vol (bbl),55925642
07/01/2009,Federal,Offshore,Gas Prod Vol (mcf),230760423
08/01/2009,Federal,Offshore,Oil Prod Vol (bbl),55884224
08/01/2009,Federal,Offshore,Gas Prod Vol (mcf),217147780
08/01/2009,Federal,Onshore,Gas Prod Vol (mcf),331204155
08/01/2009,Native American,Onshore,Gas Prod Vol (mcf),25138584
08/01/2009,Native American,Onshore,Oil Prod Vol (bbl),1004966
08/01/2009,Federal,Onshore,Oil Prod Vol (bbl),8552886
08/01/2009,Federal,Onshore,Coal Prod Vol (tons),39778243
08/01/2009,Native American,Onshore,Coal Prod Vol (tons),2209028
09/01/2009,Native American,Onshore,Gas Prod Vol (mcf),23768868
09/01/2009,Federal,Onshore,Oil Prod Vol (bbl),8357009
09/01/2009,Federal,Onshore,Gas Prod Vol (mcf),309641586
09/01/2009,Federal,Onshore,Coal Prod Vol (tons),39392564
09/01/2009,Federal,Offshore,Gas Prod Vol (mcf),206493077
09/01/2009,Federal,Offshore,Oil Prod Vol (bbl),54473598
09/01/2009,Native American,Onshore,Coal Prod Vol (tons),2364021
09/01/2009,Native American,Onshore,Oil Prod Vol (bbl),1003691
10/01/2009,Federal,Onshore,Gas Prod Vol (mcf),337856219
10/01/2009,Federal,Onshore,Oil Prod Vol (bbl),8699225
10/01/2009,Federal,Onshore,Coal Prod Vol (tons),38081710
10/01/2009,Federal,Offshore,Gas Prod Vol (mcf),215125831
10/01/2009,Native American,Onshore,Gas Prod Vol (mcf),24517781
10/01/2009,Federal,Offshore,Oil Prod Vol (bbl),55599926
10/01/2009,Native American,Onshore,Oil Prod Vol (bbl),1089543
10/01/2009,Native American,Onshore,Coal Prod Vol (tons),1966556
11/01/2009,Federal,Offshore,Oil Prod Vol (bbl),48909581
11/01/2009,Federal,Offshore,Gas Prod Vol (mcf),200203611
11/01/2009,Federal,Onshore,Coal Prod Vol (tons),37613625
11/01/2009,Federal,Onshore,Oil Prod Vol (bbl),8581969
11/01/2009,Federal,Onshore,Gas Prod Vol (mcf),333974725
11/01/2009,Native American,Onshore,Gas Prod Vol (mcf),23542045
11/01/2009,Native American,Onshore,Oil Prod Vol (bbl),1033736
11/01/2009,Native American,Onshore,Coal Prod Vol (tons),1840979
12/01/2009,Federal,Onshore,Oil Prod Vol (bbl),8648739
12/01/2009,Federal,Onshore,Gas Prod Vol (mcf),335505718
12/01/2009,Federal,Offshore,Gas Prod Vol (mcf),207384694
12/01/2009,Federal,Offshore,Oil Prod Vol (bbl),54068444
12/01/2009,Native American,Onshore,Gas Prod Vol (mcf),23292025
12/01/2009,Native American,Onshore,Oil Prod Vol (bbl),1032140
12/01/2009,Native American,Onshore,Coal Prod Vol (tons),1932698
12/01/2009,Federal,Onshore,Coal Prod Vol (tons),36374302
01/01/2010,Native American,Onshore,Coal Prod Vol (tons),1612890
01/01/2010,Federal,Onshore,Gas Prod Vol (mcf),335528631
01/01/2010,Federal,Onshore,Oil Prod Vol (bbl),8664021
01/01/2010,Federal,Onshore,Coal Prod Vol (tons),37386236
01/01/2010,Federal,Offshore,Gas Prod Vol (mcf),210405098
01/01/2010,Federal,Offshore,Oil Prod Vol (bbl),53333292
01/01/2010,Native American,Onshore,Oil Prod Vol (bbl),1030770
01/01/2010,Native American,Onshore,Gas Prod Vol (mcf),23518112
02/01/2010,Native American,Onshore,Coal Prod Vol (tons),1892405
02/01/2010,Federal,Offshore,Oil Prod Vol (bbl),49713898
02/01/2010,Federal,Offshore,Gas Prod Vol (mcf),195216277
02/01/2010,Native American,Onshore,Oil Prod Vol (bbl),1007180
02/01/2010,Native American,Onshore,Gas Prod Vol (mcf),21544205
02/01/2010,Federal,Onshore,Gas Prod Vol (mcf),302935781
02/01/2010,Federal,Onshore,Oil Prod Vol (bbl),8035512
02/01/2010,Federal,Onshore,Coal Prod Vol (tons),36431663
03/01/2010,Federal,Onshore,Coal Prod Vol (tons),39183219
03/01/2010,Federal,Offshore,Gas Prod Vol (mcf),217164653
03/01/2010,Federal,Offshore,Oil Prod Vol (bbl),51699886
03/01/2010,Native American,Onshore,Coal Prod Vol (tons),1743062
03/01/2010,Native American,Onshore,Oil Prod Vol (bbl),1213525
03/01/2010,Native American,Onshore,Gas Prod Vol (mcf),24141593
03/01/2010,Federal,Onshore,Gas Prod Vol (mcf),336236081
03/01/2010,Federal,Onshore,Oil Prod Vol (bbl),9114448
04/01/2010,Federal,Onshore,Oil Prod Vol (bbl),8719143
04/01/2010,Federal,Offshore,Oil Prod Vol (bbl),46376079
04/01/2010,Federal,Offshore,Gas Prod Vol (mcf),201009584
04/01/2010,Federal,Onshore,Coal Prod Vol (tons),37425825
04/01/2010,Native American,Onshore,Gas Prod Vol (mcf),23736903
04/01/2010,Native American,Onshore,Oil Prod Vol (bbl),1219445
04/01/2010,Native American,Onshore,Coal Prod Vol (tons),1795669
04/01/2010,Federal,Onshore,Gas Prod Vol (mcf),327624306
05/01/2010,Federal,Onshore,Coal Prod Vol (tons),37145269
05/01/2010,Federal,Onshore,Gas Prod Vol (mcf),334600478
05/01/2010,Federal,Onshore,Oil Prod Vol (bbl),9176809
05/01/2010,Federal,Offshore,Gas Prod Vol (mcf),199958155
05/01/2010,Federal,Offshore,Oil Prod Vol (bbl),49626770
05/01/2010,Native American,Onshore,Gas Prod Vol (mcf),24979576
05/01/2010,Native American,Onshore,Oil Prod Vol (bbl),1266489
05/01/2010,Native American,Onshore,Coal Prod Vol (tons),1742781
06/01/2010,Federal,Onshore,Coal Prod Vol (tons),36578041
06/01/2010,Federal,Onshore,Oil Prod Vol (bbl),8797950
06/01/2010,Federal,Onshore,Gas Prod Vol (mcf),311054161
06/01/2010,Native American,Onshore,Gas Prod Vol (mcf),24313633
06/01/2010,Native American,Onshore,Oil Prod Vol (bbl),1325224
06/01/2010,Native American,Onshore,Coal Prod Vol (tons),1582003
06/01/2010,Federal,Offshore,Gas Prod Vol (mcf),185250833
06/01/2010,Federal,Offshore,Oil Prod Vol (bbl),48242226
07/01/2010,Federal,Onshore,Oil Prod Vol (bbl),9194401
07/01/2010,Native American,Onshore,Gas Prod Vol (mcf),24871418
07/01/2010,Federal,Onshore,Gas Prod Vol (mcf),328556560
07/01/2010,Federal,Offshore,Oil Prod Vol (bbl),46375765
07/01/2010,Federal,Offshore,Gas Prod Vol (mcf),185163298
07/01/2010,Native American,Onshore,Coal Prod Vol (tons),1609279
07/01/2010,Native American,Onshore,Oil Prod Vol (bbl),1433348
07/01/2010,Federal,Onshore,Coal Prod Vol (tons),38135193
08/01/2010,Federal,Onshore,Gas Prod Vol (mcf),330769610
08/01/2010,Native American,Onshore,Coal Prod Vol (tons),1735723
08/01/2010,Native American,Onshore,Oil Prod Vol (bbl),1543911
08/01/2010,Native American,Onshore,Gas Prod Vol (mcf),25421508
08/01/2010,Federal,Offshore,Oil Prod Vol (bbl),49994148
08/01/2010,Federal,Offshore,Gas Prod Vol (mcf),194157724
08/01/2010,Federal,Onshore,Coal Prod Vol (tons),41050494
08/01/2010,Federal,Onshore,Oil Prod Vol (bbl),9202527
09/01/2010,Federal,Onshore,Oil Prod Vol (bbl),8919594
09/01/2010,Federal,Onshore,Coal Prod Vol (tons),40744704
09/01/2010,Federal,Offshore,Oil Prod Vol (bbl),49462002
09/01/2010,Federal,Offshore,Gas Prod Vol (mcf),183401434
09/01/2010,Native American,Onshore,Coal Prod Vol (tons),2038643
09/01/2010,Native American,Onshore,Oil Prod Vol (bbl),1549059
09/01/2010,Native American,Onshore,Gas Prod Vol (mcf),24879088
09/01/2010,Federal,Onshore,Gas Prod Vol (mcf),319651678
10/01/2010,Native American,Onshore,Coal Prod Vol (tons),1795394
10/01/2010,Native American,Onshore,Oil Prod Vol (bbl),1640050
10/01/2010,Federal,Onshore,Oil Prod Vol (bbl),9320888
10/01/2010,Federal,Onshore,Gas Prod Vol (mcf),328181396
10/01/2010,Federal,Offshore,Oil Prod Vol (bbl),50405056
10/01/2010,Federal,Offshore,Gas Prod Vol (mcf),188878849
10/01/2010,Federal,Onshore,Coal Prod Vol (tons),40725641
10/01/2010,Native American,Onshore,Gas Prod Vol (mcf),26000391
11/01/2010,Federal,Offshore,Gas Prod Vol (mcf),175284415
11/01/2010,Native American,Onshore,Coal Prod Vol (tons),1605752
11/01/2010,Native American,Onshore,Oil Prod Vol (bbl),1587249
11/01/2010,Federal,Onshore,Coal Prod Vol (tons),32529749
11/01/2010,Federal,Onshore,Oil Prod Vol (bbl),9097309
11/01/2010,Federal,Onshore,Gas Prod Vol (mcf),321833964
11/01/2010,Native American,Onshore,Gas Prod Vol (mcf),25341225
11/01/2010,Federal,Offshore,Oil Prod Vol (bbl),46255609
12/01/2010,Federal,Onshore,Oil Prod Vol (bbl),9182135
12/01/2010,Federal,Offshore,Oil Prod Vol (bbl),48149279
12/01/2010,Federal,Offshore,Gas Prod Vol (mcf),186299435
12/01/2010,Native American,Onshore,Coal Prod Vol (tons),1832658
12/01/2010,Federal,Onshore,Gas Prod Vol (mcf),332402232
12/01/2010,Federal,Onshore,Coal Prod Vol (tons),39561979
12/01/2010,Native American,Onshore,Oil Prod Vol (bbl),1625454
12/01/2010,Native American,Onshore,Gas Prod Vol (mcf),26100056
01/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9144381
01/01/2011,Federal,Onshore,Coal Prod Vol (tons),39877057
01/01/2011,Native American,Onshore,Coal Prod Vol (tons),2253425
01/01/2011,Native American,Onshore,Gas Prod Vol (mcf),24900277
01/01/2011,Native American,Onshore,Oil Prod Vol (bbl),1634597
01/01/2011,Federal,Offshore,Oil Prod Vol (bbl),50130882
01/01/2011,Federal,Offshore,Gas Prod Vol (mcf),185479180
01/01/2011,Federal,Onshore,Gas Prod Vol (mcf),319214541
02/01/2011,Federal,Offshore,Oil Prod Vol (bbl),41096257
02/01/2011,Native American,Onshore,Gas Prod Vol (mcf),23120072
02/01/2011,Native American,Onshore,Oil Prod Vol (bbl),1508589
02/01/2011,Federal,Onshore,Coal Prod Vol (tons),33559379
02/01/2011,Federal,Onshore,Oil Prod Vol (bbl),8112245
02/01/2011,Native American,Onshore,Coal Prod Vol (tons),1494323
02/01/2011,Federal,Onshore,Gas Prod Vol (mcf),287727514
02/01/2011,Federal,Offshore,Gas Prod Vol (mcf),158707052
03/01/2011,Native American,Onshore,Gas Prod Vol (mcf),26360548
03/01/2011,Federal,Offshore,Oil Prod Vol (bbl),44884224
03/01/2011,Federal,Offshore,Gas Prod Vol (mcf),175768911
03/01/2011,Federal,Onshore,Gas Prod Vol (mcf),325381481
03/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9490556
03/01/2011,Federal,Onshore,Coal Prod Vol (tons),40399470
03/01/2011,Native American,Onshore,Oil Prod Vol (bbl),1741854
03/01/2011,Native American,Onshore,Coal Prod Vol (tons),1772654
04/01/2011,Federal,Onshore,Coal Prod Vol (tons),37741587
04/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9317724
04/01/2011,Native American,Onshore,Coal Prod Vol (tons),1684420
04/01/2011,Native American,Onshore,Gas Prod Vol (mcf),24718944
04/01/2011,Native American,Onshore,Oil Prod Vol (bbl),1764901
04/01/2011,Federal,Onshore,Gas Prod Vol (mcf),318400930
04/01/2011,Federal,Offshore,Gas Prod Vol (mcf),167789343
04/01/2011,Federal,Offshore,Oil Prod Vol (bbl),42220274
05/01/2011,Federal,Offshore,Gas Prod Vol (mcf),169921979
05/01/2011,Native American,Onshore,Oil Prod Vol (bbl),1881667
05/01/2011,Native American,Onshore,Coal Prod Vol (tons),1936675
05/01/2011,Native American,Onshore,Gas Prod Vol (mcf),25623727
05/01/2011,Federal,Onshore,Gas Prod Vol (mcf),328038412
05/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9682976
05/01/2011,Federal,Onshore,Coal Prod Vol (tons),36119698
05/01/2011,Federal,Offshore,Oil Prod Vol (bbl),44363248
06/01/2011,Federal,Offshore,Oil Prod Vol (bbl),41591064
06/01/2011,Federal,Onshore,Gas Prod Vol (mcf),315268246
06/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9360508
06/01/2011,Federal,Onshore,Coal Prod Vol (tons),33705453
06/01/2011,Federal,Offshore,Gas Prod Vol (mcf),156395662
06/01/2011,Native American,Onshore,Coal Prod Vol (tons),1973047
06/01/2011,Native American,Onshore,Oil Prod Vol (bbl),1920912
06/01/2011,Native American,Onshore,Gas Prod Vol (mcf),25304092
07/01/2011,Federal,Onshore,Oil Prod Vol (bbl),9759438
07/01/2011,Federal,Onshore,Gas Prod Vol (mcf),328464067
07/01/2011,Native American,Onshore,Coal Prod Vol (tons),1889907
07/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2041080
07/01/2011,Native American,Onshore,Gas Prod Vol (mcf),26269565
07/01/2011,Federal,Offshore,Oil Prod Vol (bbl),39506992
07/01/2011,Federal,Offshore,Gas Prod Vol (mcf),154434321
07/01/2011,Federal,Onshore,Coal Prod Vol (tons),32683729
08/01/2011,Federal,Offshore,Oil Prod Vol (bbl),41366053
08/01/2011,Federal,Offshore,Gas Prod Vol (mcf),156756922
08/01/2011,Native American,Onshore,Coal Prod Vol (tons),1454592
08/01/2011,Native American,Onshore,Oil Prod Vol (bbl),2162388
08/01/2011,Native American,Onshore,Gas Prod Vol (mcf),26237577
